"ID","date","shop","seller","listing","kerivoula_title","kerivoula_text","post_url","title","thumbnail_src","description","description_tbl","variations","bat_verify","kpicta_verify","bat_presentation","bat_part","other_product_type","reviewer_name","notes","image_urls","dataset","mean_price","individuals","part","format","bat","species"
"1315079589_2022-10-12",2022-10-12,"Etsy","seller_088","etsy_421",FALSE,FALSE,"https://www.etsy.com/listing/1315079589","Taxidermy Bat skeleton mounted in box frame (eonycteris spelaea)",,"Taxidermy Cave Nectar Bat (eonycteris spelaea) skeleton 🦇 mounted in box frame with moths.  
  
 Measures 25cm x 20cm  
  
 The cave nectar bat, dawn bat, common dawn bat, common nectar bat or lesser dawn bat is a species of megabat within the genus Eonycteris. The scientific name of the species was first published by Dobson in 1871.",,,"TRUE","FALSE","Frame","Skeleton",,"Joanna","species:Pteropodidae","https://i.etsystatic.com/11785493/r/il/6a8ca5/4253978729/il_794xN.4253978729_hvch.jpg; 
https://i.etsystatic.com/11785493/r/il/16c3ea/4253978757/il_794xN.4253978757_2u8a.jpg; 
https://i.etsystatic.com/11785493/r/il/f1b637/4206321512/il_794xN.4206321512_6e7n.jpg; 
https://i.etsystatic.com/11785493/r/il/3f0c5a/4253978959/il_794xN.4253978959_1b08.jpg; 
https://i.etsystatic.com/11785493/r/il/b607ef/4253979101/il_794xN.4253979101_ousw.jpg",1,82.09,,"Skeleton","Frame","Bat","Other bat spp."
"1315105756_2022-10-28",2022-10-28,"Etsy","seller_095","etsy_422",FALSE,FALSE,"https://www.etsy.com/listing/1315105756","Lestat (Real Bat Taxidermy | Cynopterus Minutus | Gothic Frame | Gothic Decor | Dark Decor | Vampire Decor | Mummified Bat)",,"Real Bat specimen (Cynopterus Minutus) mounted on hand painted dark scarlet decorative paper, set inside a glossy black gothic window style frame (hand painted), embellished with four wooden accent corner appliques. 
  
 (Please consider this is a fairly large item)",,,"TRUE","FALSE","Frame","Entire_bat",,"Joanna","Cynopterus","https://i.etsystatic.com/36876850/r/il/a15d9d/4316837213/il_794xN.4316837213_sy8b.jpg; 
https://i.etsystatic.com/36876850/r/il/0be48f/4316833099/il_794xN.4316833099_mytm.jpg; 
https://i.etsystatic.com/36876850/r/il/88aae2/4269435180/il_794xN.4269435180_d3y0.jpg; 
https://i.etsystatic.com/36876850/r/il/777622/4316833133/il_794xN.4316833133_i8pd.jpg; 
https://i.etsystatic.com/36876850/r/il/0eb37c/4316833147/il_794xN.4316833147_rsnq.jpg",1,163.35,,"Entire bat","Frame","Bat","Other bat spp."
"1315150596_2022-10-28",2022-10-28,"Etsy","seller_102","etsy_423",FALSE,FALSE,"https://www.etsy.com/listing/1315150596","Lesser Short-Nosed Fruit Bat (Cynopterus brachyotis) | A1 Hanging Specimen | Indonesia Java | Dry-preserved Taxidermy",,"Lesser Short-Nosed Fruit Bat (Cynopterus brachyotis)  
 This is a long-tongued nectar bat, also known as the northern blossom bat, honey nectar bat, least blossom-bat, dagger-toothed long-nosed fruit bat, and lesser long-tongued fruit bat, is a species of megabat. M. minimus is one of the smallest species in the family Pteropodidae, 
 Common bat species from East Java, Indonesia. 
 A1 HANGING SPECIMEN 8-9CM LONG 
 Free Shipping",,,"TRUE","FALSE","Standalone","Entire_bat",,"Joanna","Cynopterus","https://i.etsystatic.com/24659732/r/il/4810c6/4269718930/il_794xN.4269718930_olwz.jpg; 
https://i.etsystatic.com/24659732/r/il/76d6c4/4317110083/il_794xN.4317110083_k2la.jpg; 
https://i.etsystatic.com/24659732/r/il/44ab67/4317110259/il_794xN.4317110259_if2u.jpg; 
https://i.etsystatic.com/24659732/r/il/69163d/4317109771/il_794xN.4317109771_lvci.jpg; 
https://i.etsystatic.com/24659732/r/il/aa877b/4269712526/il_794xN.4269712526_pm3y.jpg; 
https://i.etsystatic.com/24659732/r/il/694b2f/4269712916/il_794xN.4269712916_bl6h.jpg; 
https://i.etsystatic.com/24659732/r/il/8a9a11/4269712828/il_794xN.4269712828_ill7.jpg; 
https://i.etsystatic.com/24659732/r/il/36040b/4269712924/il_794xN.4269712924_e36q.jpg; 
https://i.etsystatic.com/24659732/r/il/ebc145/4317110211/il_794xN.4317110211_446b.jpg; 
https://i.etsystatic.com/24659732/r/il/232a48/4317110113/il_794xN.4317110113_nia9.jpg",1,49.3666666666667,,"Entire bat","Standalone","Bat","Other bat spp."
"1315549944_2022-10-28",2022-10-28,"Etsy","seller_095","etsy_424",TRUE,TRUE,"https://www.etsy.com/listing/1315549944","Berenice (Real Bat Taxidemy |  Kerivoula Picta | Bat Decor | Gothic Decor | Dark Decor | Vampire Decor | Shadowbox | Mummified Bat)",,"Real Bat specimen (Kerivoula Picta) mounted on a black wooden coffin with a gray cross, set inside a black shadowbox with stone like decorative paper on the background. 
  
 *Most pictures and video were taken without the glass to prevent reflection.",,,"TRUE","TRUE","Frame","Entire_bat",,"Joanna",,"https://i.etsystatic.com/36876850/r/il/81c572/4318895363/il_794xN.4318895363_37gt.jpg; 
https://i.etsystatic.com/36876850/r/il/a01129/4318890763/il_794xN.4318890763_2awh.jpg; 
https://i.etsystatic.com/36876850/r/il/e9a165/4318890797/il_794xN.4318890797_kmvo.jpg; 
https://i.etsystatic.com/36876850/r/il/4e0413/4318890745/il_794xN.4318890745_9vjl.jpg; 
https://i.etsystatic.com/36876850/r/il/414a45/4318890907/il_794xN.4318890907_9zey.jpg; 
https://i.etsystatic.com/36876850/r/il/0f5433/4271495574/il_794xN.4271495574_qgpu.jpg; 
https://i.etsystatic.com/36876850/r/il/04014e/4318891011/il_794xN.4318891011_6mwh.jpg",1,89.4375,1,"Entire bat","Frame","Bat","K. picta"
"1315687431_2022-10-28",2022-10-28,"Etsy","seller_107","etsy_425",TRUE,FALSE,"https://www.etsy.com/listing/1315687431","Kerivoula picta red orange fire bat hanging wings closed Indonesia, Moth in Frame Insect Bug.",,"All of our insects are hand raised or from sustainable sources such as butterfly farms and aviaries. People in third world countries are cutting down the forest to plant mass crops, which are more profitable than what the natural land provides. By creating a market for insects as artwork and educational specimens we are giving them motivation to maintain the insect populations and their natural habitats. Your purchase helps prevent extinction and support the fight against deforestation and habitat destruction worldwide.",,"Style: Select an option; 
Style: Specimen Only ($45.00); 
Style: Framed ($50.00)","TRUE","TRUE","Other_Mounted","Entire_bat",,"Joanna","there are 2 photos - the other bat is a pteropodid, maybe a tube-nosed bat or a Cynopterus","https://i.etsystatic.com/37554776/r/il/8f75ed/4208932940/il_794xN.4208932940_4led.jpg; 
https://i.etsystatic.com/37554776/r/il/d676c5/4208932956/il_794xN.4208932956_6lic.jpg",1,43.5462962962963,1,"Entire bat","Other","Bat","K. picta"
"1315728871_2022-10-28",2022-10-28,"Etsy","seller_045","etsy_426",FALSE,FALSE,"https://www.etsy.com/listing/1315728871","An impressive  RABBIT EARS bat hanging nycteris javanica  for all your taxidermy art projects, a1",,"We can offer a very wide range of dried and unmounted insects. (still folded in paper/ to be set by buyer, unless it is stated otherwise) 
  
 Spreading or setting insects is NOT difficult and a relaxing thing to do. We can instruct you how to do so. 
  
 These can be used in many creative ways .. : To make your own frames, to make your own collection , for jewelry ect ect ... 
  
 We sold already to some of the worlds most reputable artists such as Jan Fabre( Begium), Jennifer Angus(USA) and several others .. and they created many fantastic artpieces to be seen in the biggest museum s worldwide... 
  
 If for some reason you do not find the insects you require, do not hesitate to contact us to inquire if we have in stock or we can obtain.. 
  
 Dried insects are sold in different qualities. Let us explain it : 
  
 Quality of insects :    Ex pupae  :  bred specimen, quality is outstanding 
  
                              A1 = wild caught specimen, excellent quality, antenna's intact (possibly loose) 
  
                              aa- = nearly perfect, antenna missing or damage, minor chips, little rubbed wings possible 
  
                              a-  = good but with damage (larger chip, rubbed wings) 
  
                              a2  = second quality, for scientific purpose or repair",,,"TRUE","FALSE","Standalone","Entire_bat",,"Joanna","Nycteridae","https://i.etsystatic.com/10518079/r/il/bcae93/4256817509/il_794xN.4256817509_r028.jpg; 
https://i.etsystatic.com/10518079/r/il/ef1b9b/4256817505/il_794xN.4256817505_gtxh.jpg; 
https://i.etsystatic.com/10518079/r/il/9b56be/1719281532/il_794xN.1719281532_ocmw.jpg; 
https://i.etsystatic.com/10518079/r/il/237074/1766739047/il_794xN.1766739047_iak6.jpg; 
https://i.etsystatic.com/10518079/r/il/029667/3367652127/il_794xN.3367652127_mmag.jpg; 
https://i.etsystatic.com/10518079/r/il/f27c6e/3319960156/il_794xN.3319960156_1blz.jpg; 
https://i.etsystatic.com/10518079/r/il/5b4ff7/3319960382/il_794xN.3319960382_d6yk.jpg; 
https://i.etsystatic.com/10518079/r/il/d7337c/3319960406/il_794xN.3319960406_fx9x.jpg",1,23.6863636363636,,"Entire bat","Standalone","Bat","Other bat spp."
"1315761463_2022-10-28",2022-10-28,"Etsy","seller_045","etsy_427",FALSE,FALSE,"https://www.etsy.com/listing/1315761463","An impressive medium sized bat hanging Rhinolophus creaghi for all your taxidermy art projects, a1",,"We can offer a very wide range of dried and unmounted insects. (still folded in paper/ to be set by buyer, unless it is stated otherwise) 
  
 Spreading or setting insects is NOT difficult and a relaxing thing to do. We can instruct you how to do so. 
  
 These can be used in many creative ways .. : To make your own frames, to make your own collection , for jewelry ect ect ... 
  
 We sold already to some of the worlds most reputable artists such as Jan Fabre( Begium), Jennifer Angus(USA) and several others .. and they created many fantastic artpieces to be seen in the biggest museum s worldwide... 
  
 If for some reason you do not find the insects you require, do not hesitate to contact us to inquire if we have in stock or we can obtain.. 
  
 Dried insects are sold in different qualities. Let us explain it : 
  
 Quality of insects :    Ex pupae  :  bred specimen, quality is outstanding 
  
                              A1 = wild caught specimen, excellent quality, antenna's intact (possibly loose) 
  
                              aa- = nearly perfect, antenna missing or damage, minor chips, little rubbed wings possible 
  
                              a-  = good but with damage (larger chip, rubbed wings) 
  
                              a2  = second quality, for scientific purpose or repair",,,"TRUE","FALSE","Standalone","Entire_bat",,"Joanna","Hipposideros or Rhinolophus","https://i.etsystatic.com/10518079/r/il/ab99e4/4256978813/il_794xN.4256978813_5qur.jpg; 
https://i.etsystatic.com/10518079/r/il/648487/4256978823/il_794xN.4256978823_9sex.jpg; 
https://i.etsystatic.com/10518079/r/il/9b56be/1719281532/il_794xN.1719281532_ocmw.jpg; 
https://i.etsystatic.com/10518079/r/il/237074/1766739047/il_794xN.1766739047_iak6.jpg; 
https://i.etsystatic.com/10518079/r/il/029667/3367652127/il_794xN.3367652127_mmag.jpg; 
https://i.etsystatic.com/10518079/r/il/f27c6e/3319960156/il_794xN.3319960156_1blz.jpg; 
https://i.etsystatic.com/10518079/r/il/5b4ff7/3319960382/il_794xN.3319960382_d6yk.jpg; 
https://i.etsystatic.com/10518079/r/il/d7337c/3319960406/il_794xN.3319960406_fx9x.jpg",1,24.1341176470588,,"Entire bat","Standalone","Bat","Other bat spp."
"1316004595_2022-10-27",2022-10-27,"Etsy","seller_056","etsy_428",FALSE,FALSE,"https://www.etsy.com/listing/1316004595","Real Bat Skeleton Hanging in a Wood Coffin Box Display Taxidermy Bat Bones Antique Music Sheet Background Gothic Macabre Oddity",,"~Spirit of Bat Wood Coffin Box/Genuine Bat Skeleton~ 
  
 This very unique piece is beautifully macabre. It features a genuine hanging bat skeleton in a wooden coffin box display. Inside is an antique music sheet and behind the bat is black felt. The bat skeleton is removeable.  
  
 The Bat guides you with-perception, change, intuition, spiritual awareness, clear communications, illuminating truths, releasing old ways of thinking, facing your shadow self, mystic knowledge, spiritual navigation, dream work, prophecies, fortune, longevity, and more. Meditate with bat and unfold the mysteries you seek. 
  
 The one shown is the one you'll receive. 
  
 The overall measurements- 6 1/8"" x 3 1/4"" x 2"" 
  
 This item was ethically sourced meaning they are not endangered, poached and not an illegal species. They are not acquired specifically for my art/craft. They are the byproduct of hunting, farming, pest control and legal culling and not acquired for sport or killed solely for the purpose for sale.",,,"TRUE","FALSE","Coffin","Skeleton",,"Joanna","species:Pteropodidae","https://i.etsystatic.com/18551022/r/il/16d357/4210355316/il_794xN.4210355316_stdl.jpg; 
https://i.etsystatic.com/18551022/r/il/2783fd/4258012031/il_794xN.4258012031_1ea7.jpg; 
https://i.etsystatic.com/18551022/r/il/26de3b/4258012953/il_794xN.4258012953_4nbb.jpg",1,60,,"Skeleton","Coffin/Jar","Bat","Other bat spp."
"1316294797_2022-10-28",2022-10-28,"Etsy","seller_032","etsy_429",FALSE,FALSE,"https://www.etsy.com/listing/1316294797","Real Hanging Bat Rhinolophus Lepidus taxidermy Blyth's horseshoe bat unmounted bat specimen real taxidermy bat framed bat taxidermy canada",,"This listing is for 1 Blyth's horseshoe bat (Rhinolophus Lepidus). 
  
 Each bat will be chosen at random and will measure between 8.2cm to 9.5cm long and 3.1cm to 4cm wide. 
  
 These specimens come set in the hanging position and have a small stick which their feet are perched upon. 
  
 Also please note, I will gladly combine shipping on orders of more than 1 item, into one box and return any excess postage that etsy has charged.",,,"TRUE","FALSE","Standalone","Entire_bat",,"Joanna","Rhinolophus","https://i.etsystatic.com/24878768/r/il/c7fc39/4211458638/il_794xN.4211458638_d8h2.jpg; 
https://i.etsystatic.com/24878768/r/il/6dde42/4211458672/il_794xN.4211458672_l03r.jpg; 
https://i.etsystatic.com/24878768/r/il/57bd7d/4211458712/il_794xN.4211458712_lxn0.jpg; 
https://i.etsystatic.com/24878768/r/il/913cc0/4211458678/il_794xN.4211458678_itq7.jpg; 
https://i.etsystatic.com/24878768/r/il/a3277a/4211458680/il_794xN.4211458680_t6sv.jpg; 
https://i.etsystatic.com/24878768/r/il/de6ed7/4211458662/il_794xN.4211458662_r8do.jpg; 
https://i.etsystatic.com/24878768/r/il/6f29ba/4259112153/il_794xN.4259112153_40pc.jpg; 
https://i.etsystatic.com/24878768/r/il/80d46b/4211458684/il_794xN.4211458684_fg74.jpg",1,30.8328571428571,,"Entire bat","Standalone","Bat","Other bat spp."
"1316299049_2022-10-28",2022-10-28,"Etsy","seller_032","etsy_430",FALSE,FALSE,"https://www.etsy.com/listing/1316299049","Real Hanging Bat Rhinolophus Lepidus taxidermy Blyth's horseshoe bat unmounted bat specimen real taxidermy bat framed bat taxidermy canada",,"This listing is for 1 Blyth's horseshoe bat (Rhinolophus Lepidus). 
  
 Each bat will be chosen at random and will measure between 8.7cm to 9.3cm long and 3.5cm to 4cm wide. 
  
 These specimens come set in the hanging position and have a small stick which their feet are perched upon. 
  
 Also please note, I will gladly combine shipping on orders of more than 1 item, into one box and return any excess postage that etsy has charged.",,,"TRUE","FALSE","Standalone","Entire_bat",,"Joanna","Rhinolophus","https://i.etsystatic.com/24878768/r/il/09b09b/4259132511/il_794xN.4259132511_8ng9.jpg; 
https://i.etsystatic.com/24878768/r/il/2d4624/4211479048/il_794xN.4211479048_nejm.jpg; 
https://i.etsystatic.com/24878768/r/il/abe7e8/4211478992/il_794xN.4211478992_mxqu.jpg; 
https://i.etsystatic.com/24878768/r/il/ac7a96/4211478994/il_794xN.4211478994_5z2e.jpg; 
https://i.etsystatic.com/24878768/r/il/e1cb12/4211478984/il_794xN.4211478984_4e76.jpg; 
https://i.etsystatic.com/24878768/r/il/97b260/4259132467/il_794xN.4259132467_3jjv.jpg; 
https://i.etsystatic.com/24878768/r/il/800dc9/4211479040/il_794xN.4211479040_2j49.jpg",1,30.7961538461538,,"Entire bat","Standalone","Bat","Other bat spp."
"1316917811_2022-10-28",2022-10-28,"Etsy","seller_032","etsy_431",FALSE,FALSE,"https://www.etsy.com/listing/1316917811","Real Framed Bats Rhinolophus Lepidus and Rhinolophus Affinis set of real bats bat collection bat art real bats Gothic bat oddities",,"This listing is for a set of two bats which are also two different  species of bats (Rhinolophus Lepidus and Rhinolophus Affinis). 
  
 The Rhinolophus Lepidus has a wing span of 16.6cm and a body length of 8cm. 
  
 The  Rhinolophus Affinis has a width of 3.5cm and a body length of 7.8m. 
  
 These bats have been set into a black 28cmx22.7cmx6cm display case that has real glass. This is a very big and sturdy frame that looks great hung on the wall using the attached hook or standing on a shelf or sideboard. 
  
 Both of these bat are from Indonesia. 
  
 You will receive the exact bat and frame as seen in the pictures.",,,"TRUE","FALSE","Frame","Entire_bat",,"Joanna","Rhinolophus","https://i.etsystatic.com/24878768/r/il/8b23d5/4214213602/il_794xN.4214213602_euqt.jpg; 
https://i.etsystatic.com/24878768/r/il/f32757/4261852035/il_794xN.4261852035_6mwn.jpg; 
https://i.etsystatic.com/24878768/r/il/dc1fcd/4261852037/il_794xN.4261852037_o9eh.jpg; 
https://i.etsystatic.com/24878768/r/il/c36ebf/4261852039/il_794xN.4261852039_jqv7.jpg; 
https://i.etsystatic.com/24878768/r/il/3ffc37/4261852051/il_794xN.4261852051_6418.jpg; 
https://i.etsystatic.com/24878768/r/il/1092ec/4214199002/il_794xN.4214199002_nw0r.jpg; 
https://i.etsystatic.com/24878768/r/il/4ed4ae/4261852027/il_794xN.4261852027_qu0c.jpg; 
https://i.etsystatic.com/24878768/r/il/e7f041/4261852045/il_794xN.4261852045_iahu.jpg; 
https://i.etsystatic.com/24878768/r/il/4a0347/4261852055/il_794xN.4261852055_kafr.jpg",1,104.077692307692,,"Entire bat","Frame","Bat","Other bat spp."
"1316925117_2022-10-28",2022-10-28,"Etsy","seller_032","etsy_432",FALSE,FALSE,"https://www.etsy.com/listing/1316925117","Real Framed bat Rhinolophus Creaghi bat Creagh's horseshoe bat real bats Gothic bat oddities bats real vampire bat halloween decor bat art",,"This is a real framed bat called a Creagh's horseshoe bat. This bats scientific name is Rhinolophus Creaghi and this specific bat is from Indonisia. 
  
 This bat has a wingspan of 20.8cm. 
 And is 9cm in total length. 
  
 This bat has been set into a black 28x22.8x6cm display case that has real glass. This is a very sturdy frame that looks great hung on the wall using the attached hook or standing on a shelf or sideboard. 
  
  
 This framed bat looks great with other natural history art pieces, other insect and animal taxidermy and it also makes a great Halloween decoration. 
  
 You will receive the exact bat as seen in the pictures. 
  
 Please note, I will gladly combine shipping on orders of more than 1 item, into one box and return any excess postage that etsy charges.",,,"TRUE","FALSE","Frame","Entire_bat",,"Joanna","Rhinolophus","https://i.etsystatic.com/24878768/r/il/afb1da/4261901681/il_794xN.4261901681_qaiz.jpg; 
https://i.etsystatic.com/24878768/r/il/434498/4261899951/il_794xN.4261899951_lnw9.jpg; 
https://i.etsystatic.com/24878768/r/il/36b065/4261899867/il_794xN.4261899867_jfi8.jpg; 
https://i.etsystatic.com/24878768/r/il/810201/4214245908/il_794xN.4214245908_rmjw.jpg; 
https://i.etsystatic.com/24878768/r/il/c46241/4261899855/il_794xN.4261899855_h620.jpg; 
https://i.etsystatic.com/24878768/r/il/7e9b41/4261899861/il_794xN.4261899861_doiz.jpg; 
https://i.etsystatic.com/24878768/r/il/1a7ae1/4214245898/il_794xN.4214245898_h8ly.jpg; 
https://i.etsystatic.com/24878768/r/il/e5781d/4261899859/il_794xN.4261899859_ni7h.jpg",1,80.8211111111111,,"Entire bat","Frame","Bat","Other bat spp."
"1316940507_2022-10-28",2022-10-28,"Etsy","seller_032","etsy_433",FALSE,FALSE,"https://www.etsy.com/listing/1316940507","Real Framed Bats Pipistrellus Kuhlii and Pipistrellus Javanicus set of real bats bat collection bat art real bats Gothic bat oddities",,"This listing is for a set of two bats which are also two different  species of bats (Pipistrellus Kuhlii and Pipistrellus Javanicus). 
  
 The Pipistrellus Kuhlii has a wing span of 17.8cm and a body length of 7.5cm. 
  
 The  Pipistrellus Javanicus has a wing span of 17.3cm and a body length of 7.6cm. 
  
 These bats have been set into a black 28.5cmx22.5cmx3cm display case that has real glass. This is a very big and sturdy frame that looks great hung on the wall using the attached hook or standing on a shelf or sideboard. 
  
 Both of these bat are from Indonesia. 
  
 You will receive the exact bat and frame as seen in the pictures.",,,"TRUE","FALSE","Frame","Entire_bat",,"Joanna","vespertilionid","https://i.etsystatic.com/24878768/r/il/38b552/4214330152/il_794xN.4214330152_egx0.jpg; 
https://i.etsystatic.com/24878768/r/il/0a05de/4214326606/il_794xN.4214326606_eade.jpg; 
https://i.etsystatic.com/24878768/r/il/b7ca29/4214326590/il_794xN.4214326590_hl86.jpg; 
https://i.etsystatic.com/24878768/r/il/7ed8b2/4261980273/il_794xN.4261980273_4tet.jpg; 
https://i.etsystatic.com/24878768/r/il/cc011f/4214326622/il_794xN.4214326622_obsm.jpg; 
https://i.etsystatic.com/24878768/r/il/3ed6f9/4261980289/il_794xN.4261980289_imht.jpg; 
https://i.etsystatic.com/24878768/r/il/d516ad/4261980299/il_794xN.4261980299_jomh.jpg; 
https://i.etsystatic.com/24878768/r/il/6c444e/4214326614/il_794xN.4214326614_t5jm.jpg; 
https://i.etsystatic.com/24878768/r/il/d9b98a/4214326624/il_794xN.4214326624_mccr.jpg",1,111.48,,"Entire bat","Frame","Bat","Other bat spp."
"1316945195_2022-10-28",2022-10-28,"Etsy","seller_032","etsy_434",FALSE,FALSE,"https://www.etsy.com/listing/1316945195","Real Framed Bats Pipistrellus Javanicus AND Rhinolophus Affinis set of real bats collection real bats Gothic natural history bats hanging",,"This listing is for a set of two bats which are also two different  species of bats Pipistrellus Javanicus and Rhinolophus Affinis. They are more commonly known as Java pipistrelle and the intermediate horseshoe bat. 
  
 The Pipistrellus Javanicus has a wing span of 18cm and a length of 7.7cm. 
  
 The  Rhinolophus Affinis is set in a hanging position and is 3.5cm wide at the shoulders (wings) and has a length of 7.8cm. 
  
 These bats have been set into a black 27.5cmx22.5cmx3cm display case. 
  
 Both of these bat are from Indonesia. 
  
 You will receive the exact bats and frame as seen in the pictures. 
  
 **Also please note, I will gladly combine shipping on orders of more than 1 item, into one box and return any excess postage that etsy charges.",,,"TRUE","FALSE","Frame","Entire_bat",,"Joanna","Rhinolophus & vespertilionid","https://i.etsystatic.com/24878768/r/il/3f0aab/4262005855/il_794xN.4262005855_ln3b.jpg; 
https://i.etsystatic.com/24878768/r/il/7e4092/4262005117/il_794xN.4262005117_9544.jpg; 
https://i.etsystatic.com/24878768/r/il/ec24d1/4214351838/il_794xN.4214351838_kdc3.jpg; 
https://i.etsystatic.com/24878768/r/il/cda8ec/4262005135/il_794xN.4262005135_gfd6.jpg; 
https://i.etsystatic.com/24878768/r/il/96ea52/4214351846/il_794xN.4214351846_i9yd.jpg; 
https://i.etsystatic.com/24878768/r/il/2862bc/4214351850/il_794xN.4214351850_extq.jpg; 
https://i.etsystatic.com/24878768/r/il/a25a0f/4262005139/il_794xN.4262005139_2bed.jpg; 
https://i.etsystatic.com/24878768/r/il/3a269d/4262005131/il_794xN.4262005131_9gwt.jpg",1,92.61375,,"Entire bat","Frame","Bat","Other bat spp."
"1318090686_2022-10-28",2022-10-28,"Etsy","seller_056","etsy_435",FALSE,FALSE,"https://www.etsy.com/listing/1318090686","Real Bat Skeleton Hanging in a Wood Coffin Box Display Taxidermy Bat Bones Art Skull Bone Crow Print Fabric Gothic Macabre Oddity",,"~Spirit of Bat Wood Coffin Box/Genuine Bat Skeleton~ 
  
 This very unique piece is beautifully macabre. It features a genuine hanging bat skeleton in a wooden coffin box display. Inside is a skull, crow and bone print fabric and behind the bat is black felt. The bat skeleton is removeable.  
  
 The Bat guides you with-perception, change, intuition, spiritual awareness, clear communications, illuminating truths, releasing old ways of thinking, facing your shadow self, mystic knowledge, spiritual navigation, dream work, prophecies, fortune, longevity, and more. Meditate with bat and unfold the mysteries you seek. 
  
 The one shown is the one you'll receive. 
  
 The overall measurements- 6 1/8"" x 3 1/4"" x 2"" 
 *This bat was legally harvested.",,,"TRUE","FALSE","Coffin","Skeleton",,"Joanna","species:Pteropodidae","https://i.etsystatic.com/18551022/r/il/b29987/4330089591/il_794xN.4330089591_5sl6.jpg; 
https://i.etsystatic.com/18551022/r/il/60272a/4330094729/il_794xN.4330094729_5gns.jpg; 
https://i.etsystatic.com/18551022/r/il/6bc0e6/4330099289/il_794xN.4330099289_8rxc.jpg",1,60,,"Skeleton","Coffin/Jar","Bat","Other bat spp."
"1318688592_2022-11-01",2022-11-01,"Etsy","seller_022","etsy_436",TRUE,FALSE,"https://www.etsy.com/listing/1318688592","Unique glass display with 2 Kerivoula pellucida bats  , taxidermy, entomology, bats",,"Handmade item in the workshop of World of wonders. 
  
 ONLY 1 AVAILABLE !!!!!! 
  
 Glass showcase in glass with brown wooden bottom: Height 20cm 
  
 All our showcases are shipped in very well-packaged packaging to avoid damage during transport. If a product is damaged during transport, your item will be replaced immediately or we will refund you. 
  
 All of our specimens are ethically sourced from conservation projects and help support local communities and protect natural habitats. 
  
 We send priority packages with B-post. 
 Always with track and trace code. 
  
 Also real animal skulls and other framed insects, framed animals available. If you need a custom frame or bell jar, please contact us to see what is possible.",,,"TRUE","FALSE","Other_Mounted","Entire_bat",,"JC","species:Hipposideros; mount:showcase","https://i.etsystatic.com/16401513/r/il/6f7d69/4332805279/il_794xN.4332805279_pd5m.jpg; 
https://i.etsystatic.com/16401513/r/il/2c6686/4332794907/il_794xN.4332794907_t02q.jpg; 
https://i.etsystatic.com/16401513/r/il/6c0585/4332794881/il_794xN.4332794881_eo8q.jpg; 
https://i.etsystatic.com/16401513/r/il/08649c/4285408672/il_794xN.4285408672_6qhg.jpg",2,160.89,,"Entire bat","Other","Bat","Other bat spp."
"1318957182_2022-11-29",2022-11-29,"Etsy","seller_036","etsy_437",FALSE,FALSE,"https://www.etsy.com/listing/1318957182","Taxidermy Orange and Black Bat with Black Damask Background - Gothic Art - Real Taxidermy Bat - Oddities and Curiosities - Halloween Decor",,"A real taxidermy bat with a black frame and decorative, handmade, completely printed background. The bats themselves have incredible color, features, and character! Frame measures about 8x10 inches. Always ethically sourced! 
  
 ***Bats will be randomly selected and may not be the exact bat in the photos.",,,"TRUE","TRUE","Frame","Entire_bat",,"JC",,"https://i.etsystatic.com/19879169/r/il/92d811/4286558234/il_794xN.4286558234_8d2x.jpg; 
https://i.etsystatic.com/19879169/r/il/14a274/4286558240/il_794xN.4286558240_o7pz.jpg; 
https://i.etsystatic.com/19879169/r/il/c0c79c/4333942891/il_794xN.4333942891_qenc.jpg; 
https://i.etsystatic.com/19879169/r/il/69d2b5/3588671279/il_794xN.3588671279_j3ad.jpg",2,75,1,"Entire bat","Frame","Bat","K. picta"
"1319191983_2022-10-28",2022-10-28,"Etsy","seller_036","etsy_438",FALSE,FALSE,"https://www.etsy.com/listing/1319191983","Giant Taxidermy Mummified “Vampire” Bat - Zombie Bat - Real Mummy Bat - Real Mummy - Oddities and Curiosities",,"A real taxidermy bat with a black wood frame and a handmade printed background. This bat actually eats fruit, and is not of a “blood sucking” species. The use of “vampire” is purely aesthetic. Frame is about 12x12 inches! Ethically sourced!",,,"TRUE","FALSE","Frame","Entire_bat",,"Joanna","pteropodid","https://i.etsystatic.com/19879169/r/il/631e08/4272171835/il_794xN.4272171835_ngy1.jpg; 
https://i.etsystatic.com/19879169/r/il/62307e/4272171879/il_794xN.4272171879_ivfb.jpg; 
https://i.etsystatic.com/19879169/r/il/c08c7e/4224515854/il_794xN.4224515854_5v28.jpg; 
https://i.etsystatic.com/19879169/r/il/f16305/3571384974/il_794xN.3571384974_r11q.jpg",1,165,,"Entire bat","Frame","Bat","Other bat spp."
